name,branch,region,district,phone,email
MATALA PRIMARY SCHOOL,,Arusha,Karatu,,
MENDAY PRIMARY SCHOOL,,Arusha,Karatu,,
MOHEDAGEW PRIMARY SCHOOL,,Arusha,Karatu,,
NJIAPANDA PRIMARY SCHOOL,,Arusha,Karatu,,
QANGDEND PRIMARY SCHOOL,,Arusha,Karatu,,
QARULAMBO PRIMARY SCHOOL,,Arusha,Karatu,,
SABASABA PRIMARY SCHOOL,,Arusha,Karatu,,
SIMBA MILIMA PRIMARY SCHOOL,,Arusha,Karatu,,
TIDIVI PRIMARY SCHOOL,,Arusha,Karatu,,
TUMAINI TX PRIMARY SCHOOL,,Arusha,Karatu,,
YAMAWEEGA PRIMARY SCHOOL,,Arusha,Karatu,,
ABERNATHY PRIMARY SCHOOL,,Arusha,Longido,,
ENGARENAIBOR PRIMARY SCHOOL,,Arusha,Longido,,
EORENDEKE PRIMARY SCHOOL,,Arusha,Longido,,
GREEN EDEN PRIMARY SCHOOL,,Arusha,Longido,,
IRKASWA 'B' PRIMARY SCHOOL,,Arusha,Longido,,
JEONDONG ENGASURAI PRIMARY SCHOOL,,Arusha,Longido,,
KARAO PRIMARY SCHOOL,,Arusha,Longido,,
KIMWATI PRIMARY SCHOOL,,Arusha,Longido,,
KITENDENI PRIMARY SCHOOL,,Arusha,Longido,,
LONGIDO MODERN PRIMARY SCHOOL,,Arusha,Longido,,
LOPOLOSEK PRIMARY SCHOOL,,Arusha,Longido,,
MAGADINI PRIMARY SCHOOL,,Arusha,Longido,,
MASAI LAND PRIMARY SCHOOL,,Arusha,Longido,,
MUNDARARA PRIMARY SCHOOL,,Arusha,Longido,,
NAMANGA PRIMARY SCHOOL,,Arusha,Longido,,
NGEREYANI PRIMARY SCHOOL,,Arusha,Longido,,
OLCHORONYOKIE PRIMARY SCHOOL,,Arusha,Longido,,
OLTEPES PRIMARY SCHOOL,,Arusha,Longido,,
RANCH PRIMARY SCHOOL,,Arusha,Longido,,
SOKON PRIMARY SCHOOL,,Arusha,Longido,,
ELANG'ATADAPASH PRIMARY SCHOOL,,Arusha,Longido,,
ENDIRIMA PRIMARY SCHOOL,,Arusha,Longido,,
ENGONGOSUNYAI PRIMARY SCHOOL,,Arusha,Longido,,
GELAI LUMBWA PRIMARY SCHOOL,,Arusha,Longido,,
ILOIRIENITO PRIMARY SCHOOL,,Arusha,Longido,,
IRNG'ONG'WEN PRIMARY SCHOOL,,Arusha,Longido,,
KAMWANGA PRIMARY SCHOOL,,Arusha,Longido,,
KIMOKOUWA PRIMARY SCHOOL,,Arusha,Longido,,
KITARINI PRIMARY SCHOOL,,Arusha,Longido,,
LESING'ITA PRIMARY SCHOOL,,Arusha,Longido,,
LOONDOLWA PRIMARY SCHOOL,,Arusha,Longido,,
MAASAI PRIMARY SCHOOL,,Arusha,Longido,,
MANGULA PRIMARY SCHOOL,,Arusha,Longido,,
MELOC PRIMARY SCHOOL,,Arusha,Longido,,
NAIBORSOIT PRIMARY SCHOOL,,Arusha,Longido,,
NEW VISION ENGIKARET PRIMARY SCHOOL,,Arusha,Longido,,
NOONDOTO PRIMARY SCHOOL,,Arusha,Longido,,
OLMOTI PRIMARY SCHOOL,,Arusha,Longido,,
ORMEE PRIMARY SCHOOL,,Arusha,Longido,,
SINYA PRIMARY SCHOOL,,Arusha,Longido,,
TINGATINGA PRIMARY SCHOOL,,Arusha,Longido,,
BUGURUNI PRIMARY SCHOOL,,Arusha,Longido,,
EMURUTOTO PRIMARY SCHOOL,,Arusha,Longido,,
ENGIKARETI PRIMARY SCHOOL,,Arusha,Longido,,
GELAI BOMBA PRIMARY SCHOOL,,Arusha,Longido,,
ILCHANG'SAPUKIN PRIMARY SCHOOL,,Arusha,Longido,,
IRKASWA PRIMARY SCHOOL,,Arusha,Longido,,
JEONDONG IMATIAN PRIMARY SCHOOL,,Arusha,Longido,,
KETUMBEINE PRIMARY SCHOOL,,Arusha,Longido,,
LERANG'WA PRIMARY SCHOOL,,Arusha,Longido,,
LONGIDO PRIMARY SCHOOL,,Arusha,Longido,,
LOSIRWA PRIMARY SCHOOL,,Arusha,Longido,,
MAIROWA INTERGRITY PRIMARY SCHOOL,,Arusha,Longido,,
MATALE PRIMARY SCHOOL,,Arusha,Longido,,
NAADARE PRIMARY SCHOOL,,Arusha,Longido,,
NGOSWAK PRIMARY SCHOOL,,Arusha,Longido,,
OLMOLOG PRIMARY SCHOOL,,Arusha,Longido,,
ORBOMBA PRIMARY SCHOOL,,Arusha,Longido,,
SINONIK PRIMARY SCHOOL,,Arusha,Longido,,
ST THERESA PRIMARY SCHOOL,,Arusha,Longido,,
AKERI HOPE PRIMARY SCHOOL,,Arusha,Meru,,
AMANI PRIMARY SCHOOL,,Arusha,Meru,,
BETHLEHEM STAR PRIMARY SCHOOL,,Arusha,Meru,,
DESTINY PRIMARY SCHOOL,,Arusha,Meru,,
EAST MERU COMMUNITY PRIMARY SCHOOL,,Arusha,Meru,,
ENGATANI PRIMARY SCHOOL,,Arusha,Meru,,
ESTHA MEMORIAL ACADEMY PRIMARY SCHOOL,,Arusha,Meru,,
FIKIRIA KWANZA PRIMARY SCHOOL,,Arusha,Meru,,
HOLY PEAK PRIMARY SCHOOL,,Arusha,Meru,,
IMBASSENY PEACE PRIMARY SCHOOL,,Arusha,Meru,,
KERIKENY PRIMARY SCHOOL,,Arusha,Meru,,
KIKWE PRIMARY SCHOOL,,Arusha,Meru,,
KIMANDAFU PRIMARY SCHOOL,,Arusha,Meru,,
KING'ORI PRIMARY SCHOOL,,Arusha,Meru,,
KISIMIRI JUU PRIMARY SCHOOL,,Arusha,Meru,,
KIWAWA PRIMARY SCHOOL,,Arusha,Meru,,
KWATULELE PRIMARY SCHOOL,,Arusha,Meru,,
LEGURUKI PRIMARY SCHOOL,,Arusha,Meru,,
LOSITETI PRIMARY SCHOOL,,Arusha,Meru,,
MAJI YA CHAI PRIMARY SCHOOL,,Arusha,Meru,,
MALULA PRIMARY SCHOOL,,Arusha,Meru,,
MAREU PRIMARY SCHOOL,,Arusha,Meru,,
MARUANGO PRIMARY SCHOOL,,Arusha,Meru,,
MERU VISION PRIMARY SCHOOL,,Arusha,Meru,,
MIGANDINI PRIMARY SCHOOL,,Arusha,Meru,,
MIRIRINI PRIMARY SCHOOL,,Arusha,Meru,,
MSITU WA MBOGO PRIMARY SCHOOL,,Arusha,Meru,,
MWAKENY PRIMARY SCHOOL,,Arusha,Meru,,
NASHOLI PRIMARY SCHOOL,,Arusha,Meru,,
NAZARETI PRIMARY SCHOOL,,Arusha,Meru,,
NGABOBO PRIMARY SCHOOL,,Arusha,Meru,,
NGONGONGARE PRIMARY SCHOOL,,Arusha,Meru,,
NGURUMA PRIMARY SCHOOL,,Arusha,Meru,,
NIRUVANDE PRIMARY SCHOOL,,Arusha,Meru,,
NKOANEKOLI PRIMARY SCHOOL,,Arusha,Meru,,
NKOARANGA PRIMARY SCHOOL,,Arusha,Meru,,
NRUMANGENY PRIMARY SCHOOL,,Arusha,Meru,,
PATANDI PRIMARY SCHOOL,,Arusha,Meru,,
PIERALBA PRIMARY SCHOOL,,Arusha,Meru,,
SAKILA PRIMARY SCHOOL,,Arusha,Meru,,
SAVANA PRIMARY SCHOOL,,Arusha,Meru,,
SHAKINA PRIMARY SCHOOL,,Arusha,Meru,,
SHISHTONY PRIMARY SCHOOL,,Arusha,Meru,,
SIMBA VISION ACADEMY PRIMARY SCHOOL,,Arusha,Meru,,
SLUYS ANDERSON PRIMARY SCHOOL,,Arusha,Meru,,
STAR PRIMARY SCHOOL,,Arusha,Meru,,
SUNSHIELD PRIMARY SCHOOL,,Arusha,Meru,,
TANZANIA ADVENTIST PRIMARY SCHOOL,,Arusha,Meru,,
TENGERU PRIMARY SCHOOL,,Arusha,Meru,,
TUVAILA PRIMARY SCHOOL,,Arusha,Meru,,
UPENDO PRIMARY SCHOOL,,Arusha,Meru,,
USA PRIMARY SCHOOL,,Arusha,Meru,,
WORSEG VISION PRIMARY SCHOOL,,Arusha,Meru,,
ALBERT THE GREAT PRIMARY SCHOOL,,Arusha,Meru,,
ANGAZA LUTHERAN PRIMARY SCHOOL,,Arusha,Meru,,
CAPRICORN PRIMARY SCHOOL,,Arusha,Meru,,
DAVIS PREPARATORY PRIMARY SCHOOL,,Arusha,Meru,,
DOLLY PRIMARY SCHOOL,,Arusha,Meru,,
EMMANUEL PRIMARY SCHOOL,,Arusha,Meru,,
FAYE CRANE CHEMCHEM PRIMARY SCHOOL,,Arusha,Meru,,
HARADALI PRIMARY SCHOOL,,Arusha,Meru,,
IMBASENI PRIMARY SCHOOL,,Arusha,Meru,,
JOY'S MILLENIUM PRIMARY SCHOOL,,Arusha,Meru,,
KARANGAI PRIMARY SCHOOL,,Arusha,Meru,,
KIKULETWA PRIMARY SCHOOL,,Arusha,Meru,,
KILINGA PRIMARY SCHOOL,,Arusha,Meru,,
KIMUNDO PRIMARY SCHOOL,,Arusha,Meru,,
KISIMIRI CHINI PRIMARY SCHOOL,,Arusha,Meru,,
KIWAHUMU PRIMARY SCHOOL,,Arusha,Meru,,
KOMBO PRIMARY SCHOOL,,Arusha,Meru,,
LEGANGA PRIMARY SCHOOL,,Arusha,Meru,,
LERAI PRIMARY SCHOOL,,Arusha,Meru,,
MAKUMIRA PRIMARY SCHOOL,,Arusha,Meru,,
MANYOTA PRIMARY SCHOOL,,Arusha,Meru,,
MARORONI PRIMARY SCHOOL,,Arusha,Meru,,
MAVINUNI PRIMARY SCHOOL,,Arusha,Meru,,
MBORENYI PRIMARY SCHOOL,,Arusha,Meru,,
MIEMBENI PRIMARY SCHOOL,,Arusha,Meru,,
MIKUUNI PRIMARY SCHOOL,,Arusha,Meru,,
MOWARA PRIMARY SCHOOL,,Arusha,Meru,,
MULALA PRIMARY SCHOOL,,Arusha,Meru,,
NARIVA ACADEMY PRIMARY SCHOOL,,Arusha,Meru,,
NAZARETH LERAI PRIMARY SCHOOL,,Arusha,Meru,,
NEW HOPE PRIMARY SCHOOL,,Arusha,Meru,,
NGARENANYUKI PRIMARY SCHOOL,,Arusha,Meru,,
NGURDOTO PRIMARY SCHOOL,,Arusha,Meru,,
NGYEKU PRIMARY SCHOOL,,Arusha,Meru,,
NKOAMANGASHA PRIMARY SCHOOL,,Arusha,Meru,,
NKOANSIYO PRIMARY SCHOOL,,Arusha,Meru,,
NOSEIYA PRIMARY SCHOOL,,Arusha,Meru,,
NTUWE PRIMARY SCHOOL,,Arusha,Meru,,
OLKUNG'WADO PRIMARY SCHOOL,,Arusha,Meru,,
PEACE MATUNDA PRIMARY SCHOOL,,Arusha,Meru,,
PRECIOUS PRIMARY SCHOOL,,Arusha,Meru,,
SANGANANU PRIMARY SCHOOL,,Arusha,Meru,,
SEELA PRIMARY SCHOOL,,Arusha,Meru,,
SHINE PRIMARY SCHOOL,,Arusha,Meru,,
SILVERMERU PRIMARY SCHOOL,,Arusha,Meru,,
SING'ISI PRIMARY SCHOOL,,Arusha,Meru,,
ST. FRANCIS DE SALE PRIMARY SCHOOL,,Arusha,Meru,,
SUN OF HOPE PRIMARY SCHOOL,,Arusha,Meru,,
SURUMALA PRIMARY SCHOOL,,Arusha,Meru,,
TUMAINI MISSION TRUST PRIMARY SCHOOL,,Arusha,Meru,,
UPENDO ACADEMY PRIMARY SCHOOL,,Arusha,Meru,,
URISHO PRIMARY SCHOOL,,Arusha,Meru,,
VALESKA PRIMARY SCHOOL,,Arusha,Meru,,
AKERI PRIMARY SCHOOL,,Arusha,Meru,,
AMBURENI PRIMARY SCHOOL,,Arusha,Meru,,
BLUE SKY PRIMARY SCHOOL,,Arusha,Meru,,
CHERITH JUNIOR PRIMARY SCHOOL,,Arusha,Meru,,
DIAMOND PRIMARY SCHOOL,,Arusha,Meru,,
ELIZABETH CENTRE PRIMARY SCHOOL,,Arusha,Meru,,
ENGEJISOSIA PRIMARY SCHOOL,,Arusha,Meru,,
ETINGARE PRIMARY SCHOOL,,Arusha,Meru,,
GRACE ULONG'A PRIMARY SCHOOL,,Arusha,Meru,,
ILKIRIMUNI PRIMARY SCHOOL,,Arusha,Meru,,
JALIGREEN PRIMARY SCHOOL,,Arusha,Meru,,
KANDASHE PRIMARY SCHOOL,,Arusha,Meru,,
KIKATITI PRIMARY SCHOOL,,Arusha,Meru,,
KIMOSONU PRIMARY SCHOOL,,Arusha,Meru,,
KIRENGA PRIMARY SCHOOL,,Arusha,Meru,,
KITEFU PRIMARY SCHOOL,,Arusha,Meru,,
KOLILA PRIMARY SCHOOL,,Arusha,Meru,,
KWAUGORO PRIMARY SCHOOL,,Arusha,Meru,,
LENDOIYA PRIMARY SCHOOL,,Arusha,Meru,,
MAASAI VISION PRIMARY SCHOOL,,Arusha,Meru,,
MAKIBA PRIMARY SCHOOL,,Arusha,Meru,,
MANYATA PRIMARY SCHOOL,,Arusha,Meru,,
MARIADO PRIMARY SCHOOL,,Arusha,Meru,,
MAUA PRIMARY SCHOOL,,Arusha,Meru,,
MBAASENY PRIMARY SCHOOL,,Arusha,Meru,,
MFULONYI PRIMARY SCHOOL,,Arusha,Meru,,
MIKUNGANI PRIMARY SCHOOL,,Arusha,Meru,,
MOIVARO PRIMARY SCHOOL,,Arusha,Meru,,
MUKURU PRIMARY SCHOOL,,Arusha,Meru,,
NAMBALA PRIMARY SCHOOL,,Arusha,Meru,,
NASULA PRIMARY SCHOOL,,Arusha,Meru,,
NDOOMBO PRIMARY SCHOOL,,Arusha,Meru,,
NGANANA PRIMARY SCHOOL,,Arusha,Meru,,
NGORIKA HAPPY WATOTO PRIMARY SCHOOL,,Arusha,Meru,,
NGYANI PRIMARY SCHOOL,,Arusha,Meru,,
NKOAKIRIKA PRIMARY SCHOOL,,Arusha,Meru,,
NKOANRUA PRIMARY SCHOOL,,Arusha,Meru,,
NKOASENGA PRIMARY SCHOOL,,Arusha,Meru,,
NSHUPU PRIMARY SCHOOL,,Arusha,Meru,,
OLDEVES PRIMARY SCHOOL,,Arusha,Meru,,
PATANUMBE PRIMARY SCHOOL,,Arusha,Meru,,
POLI PRIMARY SCHOOL,,Arusha,Meru,,
SAMARIA PRIMARY SCHOOL,,Arusha,Meru,,
SAYUNI PRIMARY SCHOOL,,Arusha,Meru,,
SHIKABANIA PRIMARY SCHOOL,,Arusha,Meru,,
SILVERLEAF PRIMARY SCHOOL,,Arusha,Meru,,
SINAI PRIMARY SCHOOL,,Arusha,Meru,,
SONGORO PRIMARY SCHOOL,,Arusha,Meru,,
STEPS PRIMARY SCHOOL,,Arusha,Meru,,
SURA PRIMARY SCHOOL,,Arusha,Meru,,
TANZANITE PRIMARY SCHOOL,,Arusha,Meru,,
THE SCHOOL OF KELLY PRIMARY SCHOOL,,Arusha,Meru,,
ULONG'A PRIMARY SCHOOL,,Arusha,Meru,,
URAKI PRIMARY SCHOOL,,Arusha,Meru,,
USHILI PRIMARY SCHOOL,,Arusha,Meru,,
YOUNG ROSES PRIMARY SCHOOL,,Arusha,Meru,,
ARKARIA PRIMARY SCHOOL,,Arusha,Monduli,,
BARAKA PRIMARY SCHOOL,,Arusha,Monduli,,
EMAIRETE PRIMARY SCHOOL,,Arusha,Monduli,,
ENG'AROJI PRIMARY SCHOOL,,Arusha,Monduli,,
ENGARUKA PRIMARY SCHOOL,,Arusha,Monduli,,
ESILALEI PRIMARY SCHOOL,,Arusha,Monduli,,
IRMORIJO PRIMARY SCHOOL,,Arusha,Monduli,,
KHATAMULANBIYAA PRIMARY SCHOOL,,Arusha,Monduli,,
KIPOK PRIMARY SCHOOL,,Arusha,Monduli,,
LASHAINE PRIMARY SCHOOL,,Arusha,Monduli,,
LENGIJAPE PRIMARY SCHOOL,,Arusha,Monduli,,
LEPURKO PRIMARY SCHOOL,,Arusha,Monduli,,
LUCAS MHINA PRIMARY SCHOOL,,Arusha,Monduli,,
MANYARA PRIMARY SCHOOL,,Arusha,Monduli,,
MEYER'S PRIMARY SCHOOL,,Arusha,Monduli,,
MLIMANI PRIMARY SCHOOL,,Arusha,Monduli,,
MONDULI JUU PRIMARY SCHOOL,,Arusha,Monduli,,
MSWAKINI PRIMARY SCHOOL,,Arusha,Monduli,,
MWALIMU ANNA ACADEMY PRIMARY SCHOOL,,Arusha,Monduli,,
NAITI PRIMARY SCHOOL,,Arusha,Monduli,,
NANJA PRIMARY SCHOOL,,Arusha,Monduli,,
NDUKUSI PRIMARY SCHOOL,,Arusha,Monduli,,
OLARASH PRIMARY SCHOOL,,Arusha,Monduli,,
ORKEESWA PRIMARY SCHOOL,,Arusha,Monduli,,
SELELA PRIMARY SCHOOL,,Arusha,Monduli,,
SOKOINE PRIMARY SCHOOL,,Arusha,Monduli,,
BANDARI PRIMARY SCHOOL,,Arusha,Monduli,,
ELUWAI PRIMARY SCHOOL,,Arusha,Monduli,,
ENDEPES PRIMARY SCHOOL,,Arusha,Monduli,,
ENGARUKA JUU PRIMARY SCHOOL,,Arusha,Monduli,,
ENGUIKI PRIMARY SCHOOL,,Arusha,Monduli,,
HIHA PRIMARY SCHOOL,,Arusha,Monduli,,
JANGWANI PRIMARY SCHOOL,,Arusha,Monduli,,
KILIMATINDE PRIMARY SCHOOL,,Arusha,Monduli,,
LAKE MANYARA PRIMARY SCHOOL,,Arusha,Monduli,,
LENDIKINYA PRIMARY SCHOOL,,Arusha,Monduli,,
LENGOLWA PRIMARY SCHOOL,,Arusha,Monduli,,
LOOSINGIRANI PRIMARY SCHOOL,,Arusha,Monduli,,
MAKUYUNI PRIMARY SCHOOL,,Arusha,Monduli,,
MBAASH PRIMARY SCHOOL,,Arusha,Monduli,,
MESERANI JUU PRIMARY SCHOOL,,Arusha,Monduli,,
MIGOMBANI PRIMARY SCHOOL,,Arusha,Monduli,,
MOITA KILORITI PRIMARY SCHOOL,,Arusha,Monduli,,
MSWAKINI JUU PRIMARY SCHOOL,,Arusha,Monduli,,
MTO WA MBU PRIMARY SCHOOL,,Arusha,Monduli,,
NAFCO PRIMARY SCHOOL,,Arusha,Monduli,,
NANINA PRIMARY SCHOOL,,Arusha,Monduli,,
NDINYIKA PRIMARY SCHOOL,,Arusha,Monduli,,
NGARASHI PRIMARY SCHOOL,,Arusha,Monduli,,
OOLA ACADEMY PRIMARY SCHOOL,,Arusha,Monduli,,
SASA PRIMARY SCHOOL,,Arusha,Monduli,,
SIRONGA PRIMARY SCHOOL,,Arusha,Monduli,,
ARKATANI PRIMARY SCHOOL,,Arusha,Monduli,,
DRIVE CHANGE PRIMARY SCHOOL,,Arusha,Monduli,,
EMBURIS PRIMARY SCHOOL,,Arusha,Monduli,,
ENGARUKA CHINI PRIMARY SCHOOL,,Arusha,Monduli,,
ENGIRGIR PRIMARY SCHOOL,,Arusha,Monduli,,
JAERIM PRIMARY SCHOOL,,Arusha,Monduli,,
LAIBONI PRIMARY SCHOOL,,Arusha,Monduli,,
LEMOOT PRIMARY SCHOOL,,Arusha,Monduli,,
LENGILORIT PRIMARY SCHOOL,,Arusha,Monduli,,
LOLKISALE PRIMARY SCHOOL,,Arusha,Monduli,,
LOSIMINGORI PRIMARY SCHOOL,,Arusha,Monduli,,
MAZOEZI PRIMARY SCHOOL,,Arusha,Monduli,,
MESERANI CHINI PRIMARY SCHOOL,,Arusha,Monduli,,
MFEREJI PRIMARY SCHOOL,,Arusha,Monduli,,
MOITA BWAWANI PRIMARY SCHOOL,,Arusha,Monduli,,
MONDULI VALLEY PRIMARY SCHOOL,,Arusha,Monduli,,
MTI MMOJA PRIMARY SCHOOL,,Arusha,Monduli,,
NAALARAMI PRIMARY SCHOOL,,Arusha,Monduli,,
NAITOLIA PRIMARY SCHOOL,,Arusha,Monduli,,
NASHIPAY PRIMARY SCHOOL,,Arusha,Monduli,,
NGALAWA ACADEMY PRIMARY SCHOOL,,Arusha,Monduli,,
OLTUKAI PRIMARY SCHOOL,,Arusha,Monduli,,
PERFECT PRIMARY SCHOOL,,Arusha,Monduli,,
SINONI PRIMARY SCHOOL,,Arusha,Monduli,,
ST.JUDE THADEUS PRIMARY SCHOOL,,Arusha,Monduli,,
ALAILELAI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
BRIGHT PRIMARY SCHOOL,,Arusha,Ngorongoro,,
CHRISTOPHER HALLORAN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
EMBAASI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ENGUSEROSAMBU PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ILTULELE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
IRKIPOR PRIMARY SCHOOL,,Arusha,Ngorongoro,,
KAPENJIRO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LEMISHIRI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LORESHO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LOSOITO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MAGERI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MALAMBO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MASAMBURAI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MGONGO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MONDOROS PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NAINOKANOKA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NDIAN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NJOROI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLCHANIMELOK PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLOIPIRI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLPIRO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OSINONI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
RERA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SAMUNGE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ST. LUKE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
TUMAINI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
BISIKENE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
BUTEMINE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
DIGODIGO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ENGARESERO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ESERE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
IRKEEPUSI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
KAKESIO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
KISANGIRO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LOLIONDO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MAALON PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MAKAO MAPYA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MARIE CORRENSON PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MDITO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MOKILAL PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NAAN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NASERIAN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NGOILE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLBALBAL PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLOLOSOKWAN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ORMANIE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
PIYAYA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SALE PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SOITSAMBU PRIMARY SCHOOL,,Arusha,Ngorongoro,,
TINAGA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
YASIMDITO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ARASH PRIMARY SCHOOL,,Arusha,Ngorongoro,,
BULATI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
DIGODIGO GCCT PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ENDULEN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
EREKO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
INDOINYO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
JEMA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
KIRTALO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LOLIONDO GCCT PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LORIEN PRIMARY SCHOOL,,Arusha,Ngorongoro,,
LUMO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MAIROWA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MAMA SARA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MASUSU PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MISIGIYO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
MONIC PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NAIYOBI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
NG'ARWA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLALAA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
OLOIROBI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
ORKIU PRIMARY SCHOOL,,Arusha,Ngorongoro,,
PINYINYI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SAKALA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SENDUI PRIMARY SCHOOL,,Arusha,Ngorongoro,,
SUKENYA PRIMARY SCHOOL,,Arusha,Ngorongoro,,
WASSO PRIMARY SCHOOL,,Arusha,Ngorongoro,,
AIM HAI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
ASSUMPTA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
BOMANI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
CHEMKA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
GEZAULOLE PRIMARY SCHOOL,,Kilimanjaro,Hai,,
IQRA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KAWAYA-KATI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KILANYA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KIMBUSHI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KISHAPUY PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KITIFU PRIMARY SCHOOL,,Kilimanjaro,Hai,,
KYARASA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
LAMBO-ESTATE PRIMARY SCHOOL,,Kilimanjaro,Hai,,
LYAMUNGO-SINDE PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MAILISITA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MARTIN RUSSEL PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MBATAKERO PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MGUNGANI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MKALAMA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MTAKUJA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
MULAMA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NALUTI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NGIRA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NGUZONNE PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NKORAYA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NKWAMAKUU PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NKWANNARA PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NKWASANGARE PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NKWESEKO PRIMARY SCHOOL,,Kilimanjaro,Hai,,
NSHARA-UFUNDI PRIMARY SCHOOL,,Kilimanjaro,Hai,,
O`BRIEN PRIMARY SCHOOL,,Kilimanjaro,Hai,,
